섹터A,섹터B,종목코드,종목명,시장구분,기존최고가달성일,기존최고가,당일종가,대비,등락률,종료일 거래량,종료일 거래금액(백만원),종료일 시가총액(억원)
기타 금융업,-,105560,KB금융,kospi,2026-06-05,"171,600","172,000","2,400",1.42,"1,678,455","288,694","610,062"
기타 금융업,기타 금융,086790,하나금융지주,kospi,2026-06-15,"129,300","132,000","2,700",2.09,"1,074,269","141,803","362,165"
기타 금융업,지주회사 및 경영컨설팅 서비스업,060980,HL홀딩스,kospi,2026-05-15,"47,000","48,700","1,700",3.62,"52,272","2,545","4,421"
반도체 제조업,"반도체,컴퓨터,통신기기 제조,도매",000660,SK하이닉스,kospi,2026-06-01,"2,363,000","2,382,000","94,000",4.11,"3,644,469","8,681,125","16,976,570"
보험업,생명보험상품,085620,미래에셋생명,kospi,2026-06-11,"29,350","32,250","3,600",12.57,"6,633,502","213,930","43,595"
보험업,손해보험(자동차보험),001450,현대해상,kospi,2026-06-15,"40,700","41,250",550,1.35,"437,935","18,064","35,164"
보험업,"손해보험의 원수,재보험,운용자산의 투자활동",000815,삼성화재우,kospi,2026-06-15,"424,000","426,500","2,500",0.59,"11,697","4,988","12,824"
은행 및 저축기관,은행업,024110,기업은행,kospi,2026-03-20,"23,027","23,100",700,3.12,"3,830,645","88,487","184,205"
자동차 신품 부품 제조업,"자동차부품(자동차램프, 전동화부품, 전자부품) 제조, 판매",005850,에스엘,kospi,2026-06-15,"75,900","76,200",300,0.4,"220,695","16,816","35,393"
자동차 신품 부품 제조업,"제동장치, 조향장치, 현가장치",204320,HL만도,kospi,2026-06-15,"70,600","76,900","6,300",8.92,"4,393,621","337,869","36,110"
전자부품 제조업,"인쇄회로기판,Module 제조/부동산(건물) 임대",007815,코리아써우,kospi,2026-06-15,"29,800","29,900",100,0.34,"1,942",58,886
종합 소매업,백화점,069960,현대백화점,kospi,2026-06-11,"187,100","198,400","15,200",8.3,"178,645","35,443","42,784"
종합 소매업,"백화점,할인점(E마트)",004170,신세계,kospi,2026-06-11,"714,000","767,000","62,000",8.79,"115,979","88,955","72,444"
"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외","반도체, 디스플레이 제조 장비",281820,케이씨텍,kospi,2026-06-12,"87,100","90,100","4,300",5.01,"472,065","42,533","17,838"
해상 운송업,"정기,부정기,전용선,콘테이너선,자동차선,LNG선 해운",011200,HMM,kospi,2026-04-10,"21,650","22,150",850,3.99,"2,870,572","63,583","208,927"
1차 철강 제조업,마봉,026910,광진실업,kosdaq,2026-05-29,"3,845","4,410",750,20.49,"570,721","2,516",282
광고업,"영상콘텐츠 제작 및 매니지먼트, 광고, 여행",048550,SM C&C,kosdaq,2026-06-15,"1,199","1,201",2,0.17,"2,306,232","2,769","1,161"
반도체 제조업,반도체및TFT-LCD용현상액,033640,네패스,kosdaq,2026-05-27,"38,000","38,950","3,050",8.5,"976,906","38,050","8,981"
상품 종합 도매업,기업소모성자재 구매대행업,007720,소노스퀘어,kosdaq,2026-03-20,520,"1,495","1,181",376.11,"83,502",124,"1,506"
소프트웨어 개발 및 공급업,모바일게임,205500,넥써쓰,kosdaq,2026-06-01,"2,170","2,195",90,4.28,"572,031","1,255","1,407"
소프트웨어 개발 및 공급업,"캐주얼게임, 소셜카지노게임",950190,고스트스튜디오,kosdaq,2026-06-15,"9,380","9,450",70,0.75,"58,214",550,"1,230"
"시멘트, 석회, 플라스터 및 그 제품 제조업","레미콘,전주,고강도파일,흄관",079650,서산,kosdaq,2026-06-15,"2,195","2,850",655,29.84,"3,205,101","9,134",570
신탁업 및 집합투자업,금융투자,019570,플루토스,kosdaq,2026-04-22,527,592,299,102.05,"750,382",444,565
자동차 신품 부품 제조업,자동차 신품 부품,097780,에코볼트,kosdaq,2026-04-17,"1,001","1,348","1,016",306.02,"453,401",611,273
자동차 신품 부품 제조업,자동차부품,126640,화신정공,kosdaq,2026-06-15,"5,260","6,830","1,570",29.85,"20,077,702","137,130","2,394"
자동차 신품 부품 제조업,"자동차용 도어랫치, 도어힌지",043370,피에이치에이,kosdaq,2026-04-29,"13,440","13,450",550,4.26,"58,453",786,"2,824"
전자부품 제조업,"칩바리스터, 아몰퍼스코어",052710,아모텍,kosdaq,2026-05-28,"30,200","30,700","1,700",5.86,"978,083","30,027","4,486"
